state,candidate,party,votes
Ohio,Biden,DEM,4668
Ohio,Jorgensen,LIB,324
Ohio,Hawkins,GRN,60
Ohio,Trump,REP,12778
Ohio,Biden,DEM,5870
Ohio,Jorgensen,LIB,264
Ohio,Hawkins,GRN,77
Ohio,Trump,REP,65163
Ohio,Biden,DEM,56961
Ohio,Jorgensen,LIB,1593
Ohio,Hawkins,GRN,287
Ohio,Trump,REP,21724
Ohio,Biden,DEM,17142
Ohio,Jorgensen,LIB,505
Ohio,Hawkins,GRN,152
